	ID	kingdom	clade	phylum	class	subclass	order	family	genus	species	region	depth	size_fraction
442	MS-all-SRF-0-8-5-00_bin-405		Sar	Bacillariophyta	Chrysophyceae		Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	MS-all	SRF	0-8-5-00
443	IO-all-SRF-0-8-5-00_bin-126		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	IO-all	SRF	0-8-5-00
444	SPO-SPSG-SRF-20-180-00_bin-78	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera				SPO-SPSG	SRF	20-180-00
445	SPO-SPSG-SRF-20-180-00_bin-96	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	20-180-00
446	NAO-all-SRF-0-8-5-00_bin-120		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium	Alexandrium tamarense	NAO-all	SRF	0-8-5-00
447	SO-all-SRF-0-8-5-00_bin-43		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium		SO-all	SRF	0-8-5-00
448	SPO-all-SRF-20-180-00_bin-214	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	SPO-all	SRF	20-180-00
449	SPO-all-SRF-0-8-5-00_bin-305	Fungi	Opisthokonta	Ascomycota	Sordariomycetes	Hypocreomycetidae	Hypocreales	Nectriaceae	Acremonium	Acremonium chrysogenum	SPO-all	SRF	0-8-5-00
450	NPO-all-DCM-20-180-00_bin-38	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	DCM	20-180-00
451	IO-all-SRF-5-20-00_bin-60	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				IO-all	SRF	5-20-00
452	SPO-SPSG-SRF-180-2000-00_bin-16	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota					SPO-SPSG	SRF	180-2000-00
453	SAO-all-DCM-0-8-5-00_bin-60		Prymnesiophyceae	Haptista	Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SAO-all	DCM	0-8-5-00
454	IO-all-SRF-20-180-00_bin-115	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	20-180-00
455	SPO-all-SRF-20-180-00_bin-160	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-all	SRF	20-180-00
456	SPO-SPSG-SRF-5-20-00_bin-80	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			SPO-SPSG	SRF	5-20-00
457	RS-all-SRF-20-180-00_bin-21	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				RS-all	SRF	20-180-00
458	SPO-all-SRF-180-2000-00_bin-318	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	180-2000-00
459	IO-all-SRF-180-2000-00_bin-21	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	180-2000-00
460	IO-all-SRF-180-2000-00_bin-56	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				IO-all	SRF	180-2000-00
461	MS-all-DCM-20-180-00_bin-25	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	MS-all	DCM	20-180-00
462	SAO-all-DCM-20-180-00_bin-13	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SAO-all	DCM	20-180-00
463	IO-all-SRF-0-8-5-00_bin-252	Viridiplantae		Chlorophyta	Mamiellophyceae		Dolichomastigales	Mamiellaceae	Micromonas	Dolichomastix tenuilepis	IO-all	SRF	0-8-5-00
464	SPO-all-SRF-180-2000-00_bin-68	Metazoa	Opisthokonta	Chordata	Aves						SPO-all	SRF	180-2000-00
465	NPO-all-SRF-20-180-00_bin-25	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	NPO-all	SRF	20-180-00
466	MS-all-SRF-5-20-00_bin-10	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	5-20-00
467	SPO-CHIL-SRF-180-2000-00_bin-57	Metazoa	Opisthokonta	Chordata	Aves						SPO-CHIL	SRF	180-2000-00
468	SPO-all-SRF-0-8-5-00_bin-664		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	SPO-all	SRF	0-8-5-00
469	SPO-SPSG-SRF-20-180-00_bin-100	Metazoa	Opisthokonta	Chordata	Aves						SPO-SPSG	SRF	20-180-00
470	NPO-all-DCM-20-180-00_bin-13	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NPO-all	DCM	20-180-00
471	NAO-all-MES-0-8-5-00_bin-73	Fungi	Opisthokonta	Basidiomycota	Microbotryomycetes		Sporidiobolales	Sporidiobolaceae	Leucosporidium	Leucosporidium creatinivorum	NAO-all	MES	0-8-5-00
472	SPO-SPSG-SRF-20-180-00_bin-59	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	20-180-00
473	SPO-SPSG-SRF-0-8-5-00_bin-40		Sar	Bacillariophyta	Dictyochophyceae		Florenciellales		Florenciella	Florenciella parvula	SPO-SPSG	SRF	0-8-5-00
474	SPO-all-SRF-180-2000-00_bin-49	Metazoa	Opisthokonta	Arthropoda	Branchiopoda	Phyllopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulex	SPO-all	SRF	180-2000-00
475	SPO-PEOD-DCM-0-8-5-00_bin-54		Amoebozoa	Discosea	Flabellinia		Dactylopodida	Vannellidae	Stygamoeba	Stygamoeba regulata	SPO-PEOD	DCM	0-8-5-00
476	SPO-SPSG-SRF-0-8-5-00_bin-438		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium	Alexandrium tamarense	SPO-SPSG	SRF	0-8-5-00
477	NAO-all-DCM-0-8-5-00_bin-243	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	NAO-all	DCM	0-8-5-00
478	SPO-SPSG-SRF-180-2000-00_bin-1	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-SPSG	SRF	180-2000-00
479	IO-all-SRF-0-8-5-00_bin-402		Sar	Bacillariophyta	Coscinodiscophyceae						IO-all	SRF	0-8-5-00
480	SPO-PEOD-SRF-20-180-00_bin-15	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-PEOD	SRF	20-180-00
481	MS-all-SRF-0-8-5-00_bin-588		Sar	Bacillariophyta	Dictyochophyceae		Florenciellales		Florenciella	Florenciella parvula	MS-all	SRF	0-8-5-00
482	SPO-SPSG-SRF-0-8-5-00_bin-234	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae		Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	SPO-SPSG	SRF	0-8-5-00
483	NPO-all-SRF-180-2000-00_bin-49	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	180-2000-00
484	SO-all-SRF-0-8-5-00_bin-50		Sar	Bacillariophyta	Coscinodiscophyceae						SO-all	SRF	0-8-5-00
485	MS-all-DCM-5-20-00_bin-24	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				MS-all	DCM	5-20-00
486	NPO-all-SRF-20-180-00_bin-84	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	Lasius	Lasius niger	NPO-all	SRF	20-180-00
487	NPO-all-DCM-0-8-5-00_bin-379	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	NPO-all	DCM	0-8-5-00
488	NPO-all-DCM-20-180-00_bin-21	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	NPO-all	DCM	20-180-00
489	SPO-SPSG-SRF-180-2000-00_bin-78	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	180-2000-00
490	MS-all-SRF-0-8-5-00_bin-582		Sar	Bacillariophyta	Dictyochophyceae		Florenciellales		Florenciella	Florenciella parvula	MS-all	SRF	0-8-5-00
491	SPO-SPSG-MIX-0-8-5-00_bin-132	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae				Picochlorum		SPO-SPSG	MIX	0-8-5-00
492	NAO-all-SRF-0-8-5-00_bin-230		Sar	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Cymatosirales	Cymatosiraceae	Extubocellulus	Extubocellulus spinifer	NAO-all	SRF	0-8-5-00
493	SPO-SPSG-SRF-0-8-5-00_bin-477	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			SPO-SPSG	SRF	0-8-5-00
494	MS-all-DCM-20-180-00_bin-41	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	MS-all	DCM	20-180-00
495	NAO-all-SRF-0-8-5-00_bin-770		Sar		Dictyochophyceae		Chattonellales	Chattonellaceae	Florenciella	Heterosigma akashiwo	NAO-all	SRF	0-8-5-00
496	NAO-all-SRF-0-8-5-00_bin-23		Sar	Bacillariophyta	Chrysophyceae		Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	NAO-all	SRF	0-8-5-00
497	SO-all-SRF-20-180-00_bin-21		Prymnesiophyceae	Haptista	Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SO-all	SRF	20-180-00
498	MS-all-SRF-20-180-00_bin-99	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				MS-all	SRF	20-180-00
499	SAO-all-SRF-20-180-00_bin-36	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SAO-all	SRF	20-180-00
500	SPO-PEOD-SRF-20-180-00_bin-1	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	Anopheles		SPO-PEOD	SRF	20-180-00
501	SPO-all-SRF-20-180-00_bin-173	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	SPO-all	SRF	20-180-00
502	NAO-all-MIX-20-180-00_bin-17	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NAO-all	MIX	20-180-00
503	NAO-all-MIX-5-20-00_bin-30	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae			NAO-all	MIX	5-20-00
504	SPO-PEOD-DCM-180-2000-00_bin-7	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera				SPO-PEOD	DCM	180-2000-00
505	NAO-all-MIX-0-8-5-00_bin-238		Sar	Bacillariophyta	Dictyochophyceae		Florenciellales		Florenciella		NAO-all	MIX	0-8-5-00
506	SPO-all-SRF-20-180-00_bin-190	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
507	NAO-all-SRF-180-2000-00_bin-22	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	180-2000-00
508	SAO-all-MES-0-8-5-00_bin-141		Sar								SAO-all	MES	0-8-5-00
509	IO-all-DCM-0-8-5-00_bin-21		Sar	Bacillariophyta	Coscinodiscophyceae						IO-all	DCM	0-8-5-00
510	SO-all-SRF-20-180-00_bin-8		Prymnesiophyceae	Haptista	Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SO-all	SRF	20-180-00
511	SPO-all-SRF-0-8-5-00_bin-975	Viridiplantae	core chlorophytes	Chlorophyta	Chlorophyceae		Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas		SPO-all	SRF	0-8-5-00
512	NAO-all-DCM-20-180-00_bin-23	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			NAO-all	DCM	20-180-00
513	IO-all-SRF-180-2000-00_bin-48	Metazoa	Opisthokonta	Chordata	Aves						IO-all	SRF	180-2000-00
514	SAO-all-SRF-20-180-00_bin-46		Prymnesiophyceae	Haptista	Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SAO-all	SRF	20-180-00
515	SPO-all-SRF-5-20-00_bin-223	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	5-20-00
516	MS-all-SRF-20-180-00_bin-70	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	MS-all	SRF	20-180-00
517	SPO-CHIL-MES-0-8-5-00_bin-22	Fungi	Opisthokonta	Ascomycota	Leotiomycetes		Helotiales	Mollisiaceae	Rhynchosporium	Rhynchosporium commune	SPO-CHIL	MES	0-8-5-00
518	SPO-all-SRF-0-8-5-00_bin-1040		Sar	Bacillariophyta	Coscinodiscophyceae						SPO-all	SRF	0-8-5-00
519	IO-all-SRF-0-8-5-00_bin-341	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae		Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	IO-all	SRF	0-8-5-00
520	IO-all-SRF-0-8-5-00_bin-336		Sar	Bacillariophyta	Coscinodiscophyceae						IO-all	SRF	0-8-5-00
521	IO-all-SRF-5-20-00_bin-74	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hemiptera				IO-all	SRF	5-20-00
522	IO-all-SRF-0-8-5-00_bin-591	Viridiplantae	core chlorophytes	Chlorophyta	Chlorophyceae		Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas leiostraca	IO-all	SRF	0-8-5-00
523	SPO-PEOD-SRF-20-180-00_bin-12	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-PEOD	SRF	20-180-00
524	IO-all-DCM-0-8-5-00_bin-104				Cryptophyceae		Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	IO-all	DCM	0-8-5-00
525	NAO-all-SRF-20-180-00_bin-6	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	20-180-00
526	IO-all-SRF-0-8-5-00_bin-80		Sar	Bacillariophyta	Dictyochophyceae		Pedinellales		Florenciella	Pteridomonas danica	IO-all	SRF	0-8-5-00
527	SAO-all-DCM-180-2000-00_bin-10	Metazoa	Opisthokonta	Chordata	Aves		Passeriformes				SAO-all	DCM	180-2000-00
528	NPO-all-SRF-0-8-5-00_bin-232	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae		Chlorodendrales	Chlorodendraceae	Tetraselmis		NPO-all	SRF	0-8-5-00
529	SPO-all-SRF-5-20-00_bin-120	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae				Picochlorum		SPO-all	SRF	5-20-00
530	SPO-SPSG-SRF-20-180-00_bin-82	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-SPSG	SRF	20-180-00
531	SO-all-SRF-0-8-5-00_bin-20		Sar	Bacillariophyta	Bacillariophyceae		Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis cylindrus	SO-all	SRF	0-8-5-00
532	SPO-CHIL-SRF-20-180-00_bin-30	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-CHIL	SRF	20-180-00
533	NPO-all-DCM-20-180-00_bin-26	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	DCM	20-180-00
534	IO-all-SRF-0-8-5-00_bin-502		Sar	Bacillariophyta	Coscinodiscophyceae						IO-all	SRF	0-8-5-00
535	SPO-PEOD-SRF-20-180-00_bin-18	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			SPO-PEOD	SRF	20-180-00
536	MS-all-DCM-0-8-5-00_bin-256	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	MS-all	DCM	0-8-5-00
537	SAO-all-MES-0-8-5-00_bin-104	Metazoa	Opisthokonta	Chordata	Aves		Passeriformes				SAO-all	MES	0-8-5-00
538	IO-all-DCM-20-180-00_bin-84	Viridiplantae	core chlorophytes	Chlorophyta	Chlorophyceae		Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas euryale	IO-all	DCM	20-180-00
539	NAO-all-SRF-180-2000-00_bin-89	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NAO-all	SRF	180-2000-00
540	NAO-all-MIX-20-180-00_bin-28	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			NAO-all	MIX	20-180-00
541	MS-all-SRF-0-8-5-00_bin-310		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina rotalis	MS-all	SRF	0-8-5-00
542	SPO-all-SRF-20-180-00_bin-146	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
543	IO-all-SRF-0-8-5-00_bin-290	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae		Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	IO-all	SRF	0-8-5-00
544	MS-all-SRF-20-180-00_bin-42	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				MS-all	SRF	20-180-00
545	SPO-SPSG-DCM-5-20-00_bin-33	Viridiplantae		Chlorophyta				Pycnococcaceae	Pycnococcus		SPO-SPSG	DCM	5-20-00
546	SAO-all-DCM-0-8-5-00_bin-2	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SAO-all	DCM	0-8-5-00
547	NAO-all-SRF-0-8-5-00_bin-745	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae			Pycnococcaceae	Pycnococcus		NAO-all	SRF	0-8-5-00
548	SAO-all-SRF-0-8-5-00_bin-611		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium		SAO-all	SRF	0-8-5-00
549	NPO-all-DCM-20-180-00_bin-3	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera				NPO-all	DCM	20-180-00
550	SPO-SPSG-SRF-180-2000-00_bin-203	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae			SPO-SPSG	SRF	180-2000-00
551	NAO-all-MIX-0-8-5-00_bin-174		Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris	NAO-all	MIX	0-8-5-00
552	MS-all-SRF-180-2000-00_bin-53	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	180-2000-00
553	NAO-all-SRF-180-2000-00_bin-100	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			NAO-all	SRF	180-2000-00
554	SAO-all-SRF-180-2000-00_bin-28	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SAO-all	SRF	180-2000-00
555	NPO-all-DCM-20-180-00_bin-69	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NPO-all	DCM	20-180-00
556	SPO-CHIL-SRF-180-2000-00_bin-2		Sar	Bacillariophyta	Coscinodiscophyceae	Chaetocerotophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros cf. neogracilis	SPO-CHIL	SRF	180-2000-00
557	SPO-all-SRF-5-20-00_bin-118	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-all	SRF	5-20-00
558	IO-all-SRF-0-8-5-00_bin-100		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina rotalis	IO-all	SRF	0-8-5-00
559	IO-all-SRF-0-8-5-00_bin-21	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae		Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	IO-all	SRF	0-8-5-00
560	SAO-all-SRF-0-8-5-00_bin-200				Cryptophyceae		Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	SAO-all	SRF	0-8-5-00
561	SPO-SPSG-SRF-0-8-5-00_bin-82	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae		Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	SPO-SPSG	SRF	0-8-5-00
562	IO-all-SRF-0-8-5-00_bin-325		Sar	Bacillariophyta	Chrysophyceae		Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	IO-all	SRF	0-8-5-00
563	SPO-all-SRF-20-180-00_bin-110	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
564	SPO-SPSG-SRF-0-8-5-00_bin-580		Sar	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira oceanica	SPO-SPSG	SRF	0-8-5-00
565	SPO-SPSG-DCM-20-180-00_bin-1	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	DCM	20-180-00
566	NAO-all-SRF-20-180-00_bin-71	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera				NAO-all	SRF	20-180-00
567	NAO-all-SRF-0-8-5-00_bin-253		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	NAO-all	SRF	0-8-5-00
568	MS-all-SRF-20-180-00_bin-87	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				MS-all	SRF	20-180-00
569	SPO-SPSG-SRF-0-8-5-00_bin-66		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium	Lingulodinium polyedra	SPO-SPSG	SRF	0-8-5-00
570	RS-all-SRF-20-180-00_bin-1	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	RS-all	SRF	20-180-00
571	SPO-SPSG-SRF-180-2000-00_bin-82	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	SPO-SPSG	SRF	180-2000-00
572	MS-all-SRF-180-2000-00_bin-111	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera				MS-all	SRF	180-2000-00
573	NAO-all-MES-0-8-5-00_bin-372	Fungi	Opisthokonta	Ascomycota	Dothideomycetes	Pleosporomycetidae	Venturiales	Sympoventuriaceae	Verruconis	Verruconis gallopava	NAO-all	MES	0-8-5-00
574	NAO-all-SRF-0-8-5-00_bin-127		Prymnesiophyceae	Haptista	Haptophyta		Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi	NAO-all	SRF	0-8-5-00
575	NPO-all-SRF-0-8-5-00_bin-32		Amoebozoa	Discosea	Flabellinia		Stygamoebida	Vannellidae	Stygamoeba	Stygamoeba regulata	NPO-all	SRF	0-8-5-00
576	NPO-all-DCM-0-8-5-00_bin-310		Sar	Bacillariophyta	Bolidophyceae	Thalassiosirophycidae	Parmales	Triparmaceae	Bolidomonas	Triparma pacifica	NPO-all	DCM	0-8-5-00
577	NPO-all-DCM-0-8-5-00_bin-411	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	NPO-all	DCM	0-8-5-00
578	SPO-all-SRF-5-20-00_bin-55	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae			Pycnococcaceae	Pycnococcus		SPO-all	SRF	5-20-00
579	SPO-SPSG-SRF-180-2000-00_bin-113	Metazoa	Opisthokonta	Cnidaria	Anthozoa	Hexacorallia	Scleractinia	Pocilloporidae	Stylophora	Stylophora pistillata	SPO-SPSG	SRF	180-2000-00
580	IO-all-SRF-20-180-00_bin-38	Metazoa	Opisthokonta	Chordata	Aves						IO-all	SRF	20-180-00
581	NAO-all-SRF-0-8-5-00_bin-366	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	NAO-all	SRF	0-8-5-00
582	IO-all-SRF-0-8-5-00_bin-210		Sar	Bacillariophyta	Coscinodiscophyceae						IO-all	SRF	0-8-5-00
583	NPO-all-DCM-0-8-5-00_bin-38				Cryptophyceae		Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	NPO-all	DCM	0-8-5-00
584	SPO-SPSG-DCM-0-8-5-00_bin-150	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae		Chlorodendrales	Pycnococcaceae	Pycnococcus		SPO-SPSG	DCM	0-8-5-00
585	NAO-all-SRF-0-8-5-00_bin-8	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	NAO-all	SRF	0-8-5-00
586	IO-all-DCM-20-180-00_bin-97	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	DCM	20-180-00
587	NPO-all-SRF-0-8-5-00_bin-450		Sar	Bacillariophyta	Dictyochophyceae		Pedinellales		Florenciella	Pteridomonas danica	NPO-all	SRF	0-8-5-00
588	NPO-all-SRF-180-2000-00_bin-18	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	180-2000-00
