	ID	kingdom	clade	phylum	class	subclass	order	family	genus	species	region	depth	size_fraction
589	SAO-all-DCM-0-8-5-00_bin-540	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii	SAO-all	DCM	0-8-5-00
590	SPO-all-SRF-5-20-00_bin-1	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	5-20-00
591	IO-all-SRF-0-8-5-00_bin-113		Sar	Bacillariophyta	Coscinodiscophyceae						IO-all	SRF	0-8-5-00
592	SPO-SPSG-DCM-0-8-5-00_bin-224	Fungi	Opisthokonta	Ascomycota	Leotiomycetes		Helotiales	Mollisiaceae	Rhynchosporium	Rhynchosporium commune	SPO-SPSG	DCM	0-8-5-00
593	SPO-SPSG-DCM-0-8-5-00_bin-88	Viridiplantae	core chlorophytes	Chlorophyta				Pycnococcaceae	Pycnococcus		SPO-SPSG	DCM	0-8-5-00
594	SAO-all-SRF-180-2000-00_bin-31	Metazoa	Opisthokonta	Chordata	Aves						SAO-all	SRF	180-2000-00
595	SAO-all-SRF-0-8-5-00_bin-592		Sar	Bacillariophyta	Chrysophyceae		Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	SAO-all	SRF	0-8-5-00
596	MS-all-DCM-180-2000-00_bin-37	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	DCM	180-2000-00
597	NPO-all-SRF-20-180-00_bin-31	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NPO-all	SRF	20-180-00
598	NPO-all-SRF-20-180-00_bin-46	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NPO-all	SRF	20-180-00
599	SPO-all-SRF-5-20-00_bin-176		Sar	Bacillariophyta	Bacillariophyceae		Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia fraudulenta	SPO-all	SRF	5-20-00
600	SPO-all-SRF-20-180-00_bin-86	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera				SPO-all	SRF	20-180-00
601	MS-all-SRF-180-2000-00_bin-37	Metazoa	Opisthokonta	Arthropoda	Branchiopoda	Phyllopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulex	MS-all	SRF	180-2000-00
602	SAO-all-DCM-0-8-5-00_bin-447		Sar		Dinophyceae		Gymnodiniales	Kareniaceae	Karenia	Karenia brevis	SAO-all	DCM	0-8-5-00
603	NPO-all-SRF-5-20-00_bin-9	Viridiplantae		Chlorophyta	Mamiellophyceae			Pycnococcaceae	Pycnococcus		NPO-all	SRF	5-20-00
604	IO-all-FSW-0-8-5-00_bin-88	Viridiplantae		Chlorophyta				Pycnococcaceae	Pycnococcus		IO-all	FSW	0-8-5-00
605	RS-all-SRF-20-180-00_bin-10	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	RS-all	SRF	20-180-00
606	IO-all-DCM-0-8-5-00_bin-325		Sar	Bacillariophyta	Coscinodiscophyceae						IO-all	DCM	0-8-5-00
607	IO-all-FSW-0-8-5-00_bin-66	Metazoa	Apusozoa					Apusomonadidae	Thecamonas	Thecamonas trahens	IO-all	FSW	0-8-5-00
608	SAO-all-DCM-0-8-5-00_bin-200		Sar	Bacillariophyta	Bacillariophyceae		Naviculales	Phaeodactylaceae	Phaeodactylum	Phaeodactylum tricornutum	SAO-all	DCM	0-8-5-00
609	SAO-all-SRF-0-8-5-00_bin-87		Prymnesiophyceae	Haptista	Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SAO-all	SRF	0-8-5-00
610	SPO-all-SRF-0-8-5-00_bin-130	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	SPO-all	SRF	0-8-5-00
611	SAO-all-SRF-20-180-00_bin-69	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SAO-all	SRF	20-180-00
612	SPO-SPSG-SRF-0-8-5-00_bin-27	Viridiplantae		Chlorophyta	Palmophyllophyceae		Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma coloniale	SPO-SPSG	SRF	0-8-5-00
613	IO-all-SRF-20-180-00_bin-36	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	IO-all	SRF	20-180-00
614	IO-all-SRF-0-8-5-00_bin-380		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium	Alexandrium tamarense	IO-all	SRF	0-8-5-00
615	NPO-all-DCM-5-20-00_bin-42	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae		Chlorodendrales	Chlorodendraceae	Picochlorum		NPO-all	DCM	5-20-00
616	SPO-all-SRF-20-180-00_bin-151	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-all	SRF	20-180-00
617	SPO-all-SRF-20-180-00_bin-126	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-all	SRF	20-180-00
618	MS-all-SRF-0-8-5-00_bin-630				Cryptophyceae		Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	MS-all	SRF	0-8-5-00
619	NAO-all-SRF-180-2000-00_bin-94	Metazoa	Opisthokonta	Mollusca	Gastropoda	Heterobranchia	Aplysiida	Aplysiidae	Aplysia	Aplysia californica	NAO-all	SRF	180-2000-00
620	NAO-all-SRF-0-8-5-00_bin-76		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	NAO-all	SRF	0-8-5-00
621	IO-all-SRF-180-2000-00_bin-83	Metazoa	Opisthokonta	Chordata	Mammalia		Primates	Hominidae	Pan	Pan troglodytes	IO-all	SRF	180-2000-00
622	NAO-all-MIX-0-8-5-00_bin-163	Viridiplantae		Chlorophyta	Palmophyllophyceae		Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma singulare	NAO-all	MIX	0-8-5-00
623	IO-all-SRF-5-20-00_bin-128	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	5-20-00
624	MS-all-SRF-5-20-00_bin-93	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	5-20-00
625	SO-all-DCM-180-2000-00_bin-17	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SO-all	DCM	180-2000-00
626	NPO-all-SRF-0-8-5-00_bin-284		Sar		Dinophyceae		Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium sp.	NPO-all	SRF	0-8-5-00
627	SO-all-DCM-180-2000-00_bin-1	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hemiptera				SO-all	DCM	180-2000-00
628	NAO-all-MIX-0-8-5-00_bin-258		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium	Alexandrium tamarense	NAO-all	MIX	0-8-5-00
629	RS-all-SRF-0-8-5-00_bin-50	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	RS-all	SRF	0-8-5-00
630	IO-all-SRF-0-8-5-00_bin-251		Sar	Bacillariophyta	Dictyochophyceae		Florenciellales		Florenciella		IO-all	SRF	0-8-5-00
631	IO-all-SRF-20-180-00_bin-73	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				IO-all	SRF	20-180-00
632	SPO-all-SRF-0-8-5-00_bin-102	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae		Chlorodendrales	Chlorodendraceae	Tetraselmis		SPO-all	SRF	0-8-5-00
633	MS-all-DCM-20-180-00_bin-3	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	DCM	20-180-00
634	SAO-all-SRF-0-8-5-00_bin-297		Sar	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Cymatosirales	Cymatosiraceae	Extubocellulus	Extubocellulus spinifer	SAO-all	SRF	0-8-5-00
635	IO-all-DCM-0-8-5-00_bin-36		Sar	Bacillariophyta	Coscinodiscophyceae						IO-all	DCM	0-8-5-00
636	IO-all-DCM-20-180-00_bin-38	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	DCM	20-180-00
637	SPO-SPSG-SRF-0-8-5-00_bin-560	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae		Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	SPO-SPSG	SRF	0-8-5-00
638	SPO-all-SRF-180-2000-00_bin-311	Metazoa	Opisthokonta	Chordata	Aves						SPO-all	SRF	180-2000-00
639	NAO-all-SRF-0-8-5-00_bin-683		Sar	Bacillariophyta	Dictyochophyceae		Florenciellales		Florenciella	Florenciella parvula	NAO-all	SRF	0-8-5-00
640	IO-all-SRF-20-180-00_bin-79	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	Anopheles		IO-all	SRF	20-180-00
641	IO-all-SRF-20-180-00_bin-97	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				IO-all	SRF	20-180-00
642	SPO-CHIL-SRF-20-180-00_bin-8	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-CHIL	SRF	20-180-00
643	NPO-all-SRF-0-8-5-00_bin-126	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae		Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	NPO-all	SRF	0-8-5-00
644	MS-all-SRF-20-180-00_bin-10	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
645	SAO-all-SRF-0-8-5-00_bin-26		Sar	Bacillariophyta	Chrysophyceae		Chromulinales	Chromulinaceae	Ochromonas	Paraphysomonas bandaiensis	SAO-all	SRF	0-8-5-00
646	SPO-SPSG-SRF-0-8-5-00_bin-663		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	SPO-SPSG	SRF	0-8-5-00
647	SO-all-SRF-0-8-5-00_bin-110		Sar		Pelagophyceae		Pelagomonadales		Pelagomonas	Pelagomonas calceolata	SO-all	SRF	0-8-5-00
648	IO-all-DCM-20-180-00_bin-109	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				IO-all	DCM	20-180-00
649	MS-all-SRF-180-2000-00_bin-76	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				MS-all	SRF	180-2000-00
650	SPO-all-SRF-20-180-00_bin-54	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			SPO-all	SRF	20-180-00
651	IO-all-DCM-20-180-00_bin-103	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				IO-all	DCM	20-180-00
652	SPO-all-SRF-20-180-00_bin-23	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
653	SPO-CHIL-SRF-20-180-00_bin-27	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	Anopheles		SPO-CHIL	SRF	20-180-00
654	MS-all-SRF-180-2000-00_bin-92	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				MS-all	SRF	180-2000-00
655	SPO-SPSG-DCM-20-180-00_bin-30	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	DCM	20-180-00
656	NAO-all-SRF-5-20-00_bin-25	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NAO-all	SRF	5-20-00
657	NAO-all-SRF-180-2000-00_bin-87	Metazoa	Opisthokonta	Chordata	Aves						NAO-all	SRF	180-2000-00
658	SO-all-DCM-0-8-5-00_bin-59		Sar	Bacillariophyta	Coscinodiscophyceae						SO-all	DCM	0-8-5-00
659	MS-all-DCM-0-8-5-00_bin-322	Viridiplantae		Chlorophyta	Mamiellophyceae		Dolichomastigales	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii	MS-all	DCM	0-8-5-00
660	IO-all-SRF-180-2000-00_bin-90	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	IO-all	SRF	180-2000-00
661	SPO-SPSG-DCM-5-20-00_bin-40	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae				Picochlorum		SPO-SPSG	DCM	5-20-00
662	SPO-CHIL-DCM-0-8-5-00_bin-39	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	SPO-CHIL	DCM	0-8-5-00
663	NAO-all-MIX-0-8-5-00_bin-204		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	NAO-all	MIX	0-8-5-00
664	NAO-all-MIX-0-8-5-00_bin-279		Sar	Bacillariophyta	Bacillariophyceae		Naviculales				NAO-all	MIX	0-8-5-00
665	SAO-all-MES-0-8-5-00_bin-199	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	SAO-all	MES	0-8-5-00
666	SPO-all-SRF-0-8-5-00_bin-469		Sar	Bacillariophyta	Coscinodiscophyceae						SPO-all	SRF	0-8-5-00
667	SPO-all-SRF-0-8-5-00_bin-844		Sar	Bacillariophyta							SPO-all	SRF	0-8-5-00
668	NAO-all-SRF-0-8-5-00_bin-631	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	NAO-all	SRF	0-8-5-00
669	NPO-all-SRF-5-20-00_bin-20	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae				Picochlorum		NPO-all	SRF	5-20-00
670	NPO-all-SRF-0-8-5-00_bin-297		Prymnesiophyceae	Haptista	Haptophyta		Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	NPO-all	SRF	0-8-5-00
671	SPO-SPSG-SRF-20-180-00_bin-109	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	20-180-00
672	SPO-SPSG-SRF-0-8-5-00_bin-642		Sar	Bacillariophyta	Coscinodiscophyceae						SPO-SPSG	SRF	0-8-5-00
673	SPO-SPSG-SRF-180-2000-00_bin-207	Metazoa	Opisthokonta	Chordata	Actinopteri	Neopterygii					SPO-SPSG	SRF	180-2000-00
674	NAO-all-MIX-0-8-5-00_bin-170		Sar	Bacillariophyta	Dictyochophyceae		Florenciellales		Florenciella	Florenciella parvula	NAO-all	MIX	0-8-5-00
675	MS-all-SRF-0-8-5-00_bin-93	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	MS-all	SRF	0-8-5-00
676	SPO-PEOD-DCM-180-2000-00_bin-9	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota					SPO-PEOD	DCM	180-2000-00
677	SPO-SPSG-SRF-180-2000-00_bin-136	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota					SPO-SPSG	SRF	180-2000-00
678	SAO-all-SRF-0-8-5-00_bin-42		Sar	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira antarctica	SAO-all	SRF	0-8-5-00
679	SPO-CHIL-MES-0-8-5-00_bin-26	Fungi	Opisthokonta	Ascomycota	Leotiomycetes		Helotiales	Mollisiaceae	Rhynchosporium	Rhynchosporium commune	SPO-CHIL	MES	0-8-5-00
680	NAO-all-SRF-0-8-5-00_bin-334	Viridiplantae		Chlorophyta	Mamiellophyceae			Pycnococcaceae	Pycnococcus		NAO-all	SRF	0-8-5-00
681	SAO-all-SRF-20-180-00_bin-42	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SAO-all	SRF	20-180-00
682	NAO-all-SRF-20-180-00_bin-82	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	20-180-00
683	NPO-all-DCM-0-8-5-00_bin-17		Sar	Bacillariophyta	Coscinodiscophyceae						NPO-all	DCM	0-8-5-00
684	SPO-all-DCM-0-8-5-00_bin-127	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	SPO-all	DCM	0-8-5-00
685	SPO-all-SRF-0-8-5-00_bin-906	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae		Chlorodendrales	Chlorodendraceae	Tetraselmis		SPO-all	SRF	0-8-5-00
686	SPO-PEOD-SRF-5-20-00_bin-37	Viridiplantae		Chlorophyta	Mamiellophyceae			Pycnococcaceae	Pycnococcus		SPO-PEOD	SRF	5-20-00
687	SPO-all-SRF-180-2000-00_bin-308	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-all	SRF	180-2000-00
688	SPO-all-SRF-0-8-5-00_bin-1039	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-all	SRF	0-8-5-00
689	SAO-all-SRF-0-8-5-00_bin-284	Viridiplantae		Chlorophyta				Pycnococcaceae	Pycnococcus		SAO-all	SRF	0-8-5-00
690	NAO-all-MES-0-8-5-00_bin-268	Fungi	Opisthokonta	Ascomycota	Leotiomycetes		Helotiales	Mollisiaceae	Rhynchosporium	Rhynchosporium commune	NAO-all	MES	0-8-5-00
691	SPO-SPSG-DCM-20-180-00_bin-23	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera				SPO-SPSG	DCM	20-180-00
692	NAO-all-MIX-5-20-00_bin-5	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	MIX	5-20-00
693	NPO-all-DCM-20-180-00_bin-55	Viridiplantae		Chlorophyta	Mamiellophyceae			Pycnococcaceae	Pycnococcus		NPO-all	DCM	20-180-00
694	SAO-all-SRF-5-20-00_bin-29		Sar	Bacillariophyta	Bacillariophyceae		Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	SAO-all	SRF	5-20-00
695	NAO-all-SRF-20-180-00_bin-8	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NAO-all	SRF	20-180-00
696	SPO-SPSG-SRF-20-180-00_bin-68	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	20-180-00
697	IO-all-SRF-0-8-5-00_bin-141		Sar	Bacillariophyta	Coscinodiscophyceae						IO-all	SRF	0-8-5-00
698	SAO-all-SRF-5-20-00_bin-54	Viridiplantae	Embryophyta	Streptophyta	Magnoliopsida		Fabales	Fabaceae	Trifolium	Trifolium pratense	SAO-all	SRF	5-20-00
699	SAO-all-SRF-5-20-00_bin-23	Viridiplantae	Embryophyta	Streptophyta	Magnoliopsida		Fabales	Fabaceae	Trifolium	Trifolium pratense	SAO-all	SRF	5-20-00
700	NAO-all-MIX-0-8-5-00_bin-142		Sar	Bacillariophyta	Bolidophyceae	Chaetocerotophycidae	Parmales	Triparmaceae	Bolidomonas	Triparma pacifica	NAO-all	MIX	0-8-5-00
701	SPO-SPSG-SRF-20-180-00_bin-62	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae				Picochlorum		SPO-SPSG	SRF	20-180-00
702	SPO-CHIL-SRF-0-8-5-00_bin-39	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	SPO-CHIL	SRF	0-8-5-00
703	MS-all-SRF-5-20-00_bin-56	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	5-20-00
704	MS-all-DCM-180-2000-00_bin-18	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	DCM	180-2000-00
705	SPO-SPSG-SRF-180-2000-00_bin-2	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	180-2000-00
706	NAO-all-DCM-0-8-5-00_bin-171	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	NAO-all	DCM	0-8-5-00
707	NAO-all-SRF-0-8-5-00_bin-507	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	NAO-all	SRF	0-8-5-00
708	NPO-all-MES-0-8-5-00_bin-163	Fungi	Opisthokonta	Ascomycota	Dothideomycetes	Pleosporomycetidae	Venturiales	Sympoventuriaceae	Verruconis	Verruconis gallopava	NPO-all	MES	0-8-5-00
709	NAO-all-SRF-5-20-00_bin-31	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	5-20-00
710	NPO-all-DCM-20-180-00_bin-25	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NPO-all	DCM	20-180-00
711	NPO-all-SRF-0-8-5-00_bin-341	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	0-8-5-00
712	NPO-all-SRF-0-8-5-00_bin-336		Sar	Bacillariophyta	Dictyochophyceae		Florenciellales		Florenciella	Florenciella parvula	NPO-all	SRF	0-8-5-00
713	SPO-all-SRF-20-180-00_bin-40	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-all	SRF	20-180-00
714	SO-all-SRF-0-8-5-00_bin-54		Sar		Dinophyceae		Gonyaulacales	Gonyaulacaceae	Alexandrium	Azadinium spinosum	SO-all	SRF	0-8-5-00
715	MS-all-SRF-0-8-5-00_bin-158		Sar	Bacillariophyta	Dictyochophyceae		Pedinellales		Florenciella	Pteridomonas danica	MS-all	SRF	0-8-5-00
716	SPO-SPSG-SRF-20-180-00_bin-18	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	20-180-00
717	SAO-all-DCM-0-8-5-00_bin-418		Sar	Bacillariophyta	Dictyochophyceae		Florenciellales		Florenciella	Florenciella parvula	SAO-all	DCM	0-8-5-00
718	MS-all-SRF-180-2000-00_bin-86	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	180-2000-00
719	SPO-SPSG-SRF-20-180-00_bin-81	Metazoa	Opisthokonta	Chordata	Aves						SPO-SPSG	SRF	20-180-00
720	IO-all-SRF-0-8-5-00_bin-89	Viridiplantae		Chlorophyta				Pycnococcaceae	Pycnococcus		IO-all	SRF	0-8-5-00
721	MS-all-DCM-5-20-00_bin-7	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	DCM	5-20-00
722	MS-all-SRF-0-8-5-00_bin-125	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae		Chlorodendrales	Chlorodendraceae	Tetraselmis		MS-all	SRF	0-8-5-00
723	NAO-all-MIX-0-8-5-00_bin-132		Sar	Bacillariophyta	Coscinodiscophyceae						NAO-all	MIX	0-8-5-00
724	SPO-SPSG-SRF-20-180-00_bin-65	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hemiptera	Aphididae			SPO-SPSG	SRF	20-180-00
725	SPO-all-SRF-20-180-00_bin-274	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae			SPO-all	SRF	20-180-00
726	IO-all-DCM-0-8-5-00_bin-107		Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris	IO-all	DCM	0-8-5-00
727	SAO-all-SRF-0-8-5-00_bin-459	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SAO-all	SRF	0-8-5-00
728	SAO-all-SRF-180-2000-00_bin-19	Metazoa	Opisthokonta	Chordata	Aves						SAO-all	SRF	180-2000-00
729	NAO-all-SRF-0-8-5-00_bin-499	Viridiplantae		Chlorophyta	Palmophyllophyceae		Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma singulare	NAO-all	SRF	0-8-5-00
730	SPO-SPSG-SRF-180-2000-00_bin-98	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				SPO-SPSG	SRF	180-2000-00
731	IO-all-SRF-0-8-5-00_bin-406	Viridiplantae		Chlorophyta	Mamiellophyceae		Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	IO-all	SRF	0-8-5-00
732	SPO-SPSG-SRF-180-2000-00_bin-131	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	180-2000-00
733	SPO-all-SRF-20-180-00_bin-177	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
734	NAO-all-MIX-20-180-00_bin-13	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	NAO-all	MIX	20-180-00
735	SPO-all-SRF-5-20-00_bin-77	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera				SPO-all	SRF	5-20-00
736	NAO-all-SRF-20-180-00_bin-85	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera				NAO-all	SRF	20-180-00
737	NPO-all-SRF-180-2000-00_bin-9	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	180-2000-00
738	SAO-all-SRF-0-8-5-00_bin-32		Sar	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira antarctica	SAO-all	SRF	0-8-5-00
