ID	kingdom	clade	phylum	class	subclass	order	family	genus	species	region	depth	size_fraction
MS-all-SRF-20-180-00_bin-86	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
MS-all-SRF-0-8-5-00_bin-16	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	MS-all	SRF	0-8-5-00
RS-all-SRF-0-8-5-00_bin-55	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Dolichomastigales	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii	RS-all	SRF	0-8-5-00
IO-all-SRF-0-8-5-00_bin-223	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Alexandrium tamarense	IO-all	SRF	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-662	.	Sar	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	NAO-all	SRF	0-8-5-00
RS-all-SRF-20-180-00_bin-27	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	RS-all	SRF	20-180-00
SPO-SPSG-SRF-0-8-5-00_bin-581	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	SPO-SPSG	SRF	0-8-5-00
SPO-SPSG-SRF-0-8-5-00_bin-565	Metazoa	Opisthokonta	Chordata	Choanoflagellata	.	Craspedida	Salpingoecidae	Salpingoeca	Salpingoeca rosetta	SPO-SPSG	SRF	0-8-5-00
IO-all-SRF-20-180-00_bin-92	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	20-180-00
SPO-all-DCM-0-8-5-00_bin-501	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	SPO-all	DCM	0-8-5-00
SPO-all-SRF-20-180-00_bin-188	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
SPO-all-SRF-20-180-00_bin-111	Metazoa	Opisthokonta	Mollusca	Gastropoda	Heterobranchia	Aplysiida	Aplysiidae	Aplysia	Aplysia californica	SPO-all	SRF	20-180-00
SPO-SPSG-MES-0-8-5-00_bin-179	Fungi	Opisthokonta	Ascomycota	Leotiomycetes	.	Helotiales	Mollisiaceae	Rhynchosporium	Rhynchosporium commune	SPO-SPSG	MES	0-8-5-00
SPO-SPSG-SRF-180-2000-00_bin-10	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	SPO-SPSG	SRF	180-2000-00
NAO-all-DCM-0-8-5-00_bin-110	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	NAO-all	DCM	0-8-5-00
NPO-all-DCM-20-180-00_bin-49	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	NPO-all	DCM	20-180-00
NAO-all-SRF-0-8-5-00_bin-411	.	.	Proteobacteria	Deltaproteobacteria	.	Myxococcales	Archangiaceae	Cystobacter	Cystobacter fuscus	NAO-all	SRF	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-545	.	Sar	Bacillariophyta	.	.	.	.	.	.	SAO-all	SRF	0-8-5-00
MS-all-DCM-0-8-5-00_bin-442	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	MS-all	DCM	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-409	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SAO-all	DCM	0-8-5-00
SO-all-SRF-0-8-5-00_bin-45	.	Prymnesiophyceae	Haptista	Haptophyta	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SO-all	SRF	0-8-5-00
MS-all-DCM-5-20-00_bin-31	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	DCM	5-20-00
SPO-all-SRF-20-180-00_bin-51	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-all	SRF	20-180-00
SPO-SPSG-SRF-20-180-00_bin-127	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-SPSG	SRF	20-180-00
IO-all-SRF-0-8-5-00_bin-484	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	IO-all	SRF	0-8-5-00
NPO-all-DCM-20-180-00_bin-34	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NPO-all	DCM	20-180-00
IO-all-SRF-20-180-00_bin-119	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	IO-all	SRF	20-180-00
NAO-all-SRF-0-8-5-00_bin-516	Metazoa	Opisthokonta	Chordata	Choanoflagellata	.	Craspedida	Salpingoecidae	Salpingoeca	Salpingoeca rosetta	NAO-all	SRF	0-8-5-00
MS-all-DCM-0-8-5-00_bin-53	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	MS-all	DCM	0-8-5-00
NAO-all-MES-0-8-5-00_bin-290	.	Amoebozoa	Discosea	Flabellinia	.	.	Vannellidae	Vannella	Vannella sp. CB-2014	NAO-all	MES	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-538	.	Sar	.	Bigyra	Labyrinthulomycetes	Thraustochytrida	Thraustochytriaceae	Aplanochytrium	Aplanochytrium stocchinoi	SAO-all	SRF	0-8-5-00
SPO-SPSG-SRF-0-8-5-00_bin-427	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	SPO-SPSG	SRF	0-8-5-00
IO-all-SRF-180-2000-00_bin-62	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	Lasius	Lasius niger	IO-all	SRF	180-2000-00
SPO-all-SRF-0-8-5-00_bin-825	.	Sar	Bacillariophyta	Coscinodiscophyceae	Chaetocerotophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros neogracilis	SPO-all	SRF	0-8-5-00
IO-all-DCM-0-8-5-00_bin-320	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	IO-all	DCM	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-505	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Florenciella parvula	SPO-all	SRF	0-8-5-00
SPO-all-SRF-20-180-00_bin-129	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Tephritidae	Rhagoletis	Rhagoletis zephyria	SPO-all	SRF	20-180-00
NAO-all-SRF-20-180-00_bin-42	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	20-180-00
RS-all-SRF-0-8-5-00_bin-83	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	RS-all	SRF	0-8-5-00
MS-all-SRF-20-180-00_bin-27	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	MS-all	SRF	20-180-00
SAO-all-SRF-0-8-5-00_bin-11	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	SAO-all	SRF	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-148	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	SPO-all	SRF	0-8-5-00
SPO-PEOD-DCM-0-8-5-00_bin-41	Viridiplantae	.	Chlorophyta	.	.	.	Pycnococcaceae	Pycnococcus	.	SPO-PEOD	DCM	0-8-5-00
NPO-all-SRF-0-8-5-00_bin-556	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	NPO-all	SRF	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-922	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Haptolina brevifila	SPO-all	SRF	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-169	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	NAO-all	SRF	0-8-5-00
NPO-all-SRF-180-2000-00_bin-13	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Lepidoptera	.	.	.	NPO-all	SRF	180-2000-00
SO-all-SRF-5-20-00_bin-17	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SO-all	SRF	5-20-00
NAO-all-MIX-0-8-5-00_bin-111	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	MIX	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-431	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	SAO-all	DCM	0-8-5-00
IO-all-SRF-20-180-00_bin-121	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	20-180-00
SPO-PEOD-SRF-20-180-00_bin-45	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-PEOD	SRF	20-180-00
SPO-PEOD-SRF-20-180-00_bin-32	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	SPO-PEOD	SRF	20-180-00
SPO-SPSG-SRF-20-180-00_bin-168	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-SPSG	SRF	20-180-00
SAO-all-SRF-180-2000-00_bin-47	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	SAO-all	SRF	180-2000-00
MS-all-SRF-5-20-00_bin-96	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	5-20-00
SPO-SPSG-SRF-20-180-00_bin-115	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-SPSG	SRF	20-180-00
SPO-all-SRF-180-2000-00_bin-155	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	.	.	.	.	SPO-all	SRF	180-2000-00
MS-all-SRF-20-180-00_bin-6	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	20-180-00
MS-all-DCM-0-8-5-00_bin-147	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	MS-all	DCM	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-536	Viridiplantae	.	Chlorophyta	Palmophyllophyceae	.	Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma singulare	SAO-all	DCM	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-212	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SAO-all	SRF	0-8-5-00
NPO-all-DCM-0-8-5-00_bin-431	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	NPO-all	DCM	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-354	.	Sar	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	.	.	.	SAO-all	DCM	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-628	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pseudopedinella elastica	SAO-all	SRF	0-8-5-00
NPO-all-SRF-0-8-5-00_bin-407	Viridiplantae	.	Chlorophyta	.	.	.	Pycnococcaceae	Pycnococcus	.	NPO-all	SRF	0-8-5-00
NPO-all-SRF-20-180-00_bin-8	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	20-180-00
SAO-all-SRF-180-2000-00_bin-9	.	Prymnesiophyceae	Haptista	Haptophyta	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SAO-all	SRF	180-2000-00
IO-all-SRF-180-2000-00_bin-43	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	SRF	180-2000-00
SAO-all-DCM-0-8-5-00_bin-253	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SAO-all	DCM	0-8-5-00
MS-all-SRF-180-2000-00_bin-103	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	MS-all	SRF	180-2000-00
SPO-SPSG-SRF-0-8-5-00_bin-608	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	SPO-SPSG	SRF	0-8-5-00
MS-all-SRF-0-8-5-00_bin-410	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	MS-all	SRF	0-8-5-00
MS-all-SRF-0-8-5-00_bin-584	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	MS-all	SRF	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-572	.	Sar	Bacillariophyta	.	.	.	.	.	.	NAO-all	SRF	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-517	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	Pycnococcaceae	Pycnococcus	.	SAO-all	DCM	0-8-5-00
SPO-CHIL-SRF-0-8-5-00_bin-213	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	SPO-CHIL	SRF	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-142	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	NAO-all	SRF	0-8-5-00
NAO-all-MIX-0-8-5-00_bin-130	.	Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris	NAO-all	MIX	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-111	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	SAO-all	SRF	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-75	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pseudopedinella elastica	SAO-all	DCM	0-8-5-00
MS-all-SRF-5-20-00_bin-24	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	MS-all	SRF	5-20-00
MS-all-SRF-5-20-00_bin-53	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	5-20-00
NAO-all-SRF-0-8-5-00_bin-17	.	Sar	.	Dinophyceae	.	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium sp.	NAO-all	SRF	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-388	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SAO-all	DCM	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-931	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	.	Pycnococcaceae	Pycnococcus	.	SPO-all	SRF	0-8-5-00
SPO-PEOD-SRF-5-20-00_bin-8	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	Pycnococcaceae	Pycnococcus	.	SPO-PEOD	SRF	5-20-00
NAO-all-MIX-0-8-5-00_bin-276	.	Sar	.	Dinophyceae	.	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium sp.	NAO-all	MIX	0-8-5-00
SPO-SPSG-SRF-5-20-00_bin-49	.	Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Coscinodiscus wailesii	SPO-SPSG	SRF	5-20-00
IO-all-SRF-0-8-5-00_bin-291	.	Sar	.	Dinophyceae	.	Gymnodiniales	Kareniaceae	Karenia	Karenia brevis	IO-all	SRF	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-297	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	NAO-all	SRF	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-75	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SAO-all	SRF	0-8-5-00
SPO-all-DCM-0-8-5-00_bin-35	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	SPO-all	DCM	0-8-5-00
RS-all-SRF-180-2000-00_bin-15	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	RS-all	SRF	180-2000-00
SPO-CHIL-SRF-0-8-5-00_bin-122	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SPO-CHIL	SRF	0-8-5-00
SPO-SPSG-MIX-0-8-5-00_bin-106	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	SPO-SPSG	MIX	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-327	.	Prymnesiophyceae	Haptista	Haptophyta	.	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi	SAO-all	SRF	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-273	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	NAO-all	SRF	0-8-5-00
MS-all-DCM-0-8-5-00_bin-257	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pteridomonas danica	MS-all	DCM	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-561	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	SPO-all	SRF	0-8-5-00
IO-all-DCM-0-8-5-00_bin-12	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina rotalis	IO-all	DCM	0-8-5-00
IO-all-DCM-0-8-5-00_bin-344	.	Sar	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	IO-all	DCM	0-8-5-00
NPO-all-SRF-0-8-5-00_bin-306	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	NPO-all	SRF	0-8-5-00
SPO-all-SRF-20-180-00_bin-70	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	SPO-all	SRF	20-180-00
NPO-all-SRF-0-8-5-00_bin-371	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	NPO-all	SRF	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-428	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Chromulinaceae	Paraphysomonas	Paraphysomonas bandaiensis	SAO-all	DCM	0-8-5-00
NAO-all-SRF-5-20-00_bin-3	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	5-20-00
RS-all-DCM-0-8-5-00_bin-46	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	RS-all	DCM	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-414	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SAO-all	SRF	0-8-5-00
SO-all-SRF-180-2000-00_bin-8	.	Prymnesiophyceae	Haptista	Haptophyta	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SO-all	SRF	180-2000-00
SPO-SPSG-DCM-20-180-00_bin-14	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	SPO-SPSG	DCM	20-180-00
NPO-all-DCM-0-8-5-00_bin-237	Viridiplantae	.	Chlorophyta	.	.	.	Pycnococcaceae	Pycnococcus	.	NPO-all	DCM	0-8-5-00
SPO-SPSG-SRF-20-180-00_bin-106	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Lepidoptera	.	.	.	SPO-SPSG	SRF	20-180-00
SPO-all-SRF-180-2000-00_bin-146	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-all	SRF	180-2000-00
SAO-all-MES-0-8-5-00_bin-84	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Imantonia	Vannella sp. CB-2014	SAO-all	MES	0-8-5-00
NAO-all-MIX-0-8-5-00_bin-34	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	NAO-all	MIX	0-8-5-00
NPO-all-SRF-0-8-5-00_bin-646	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	NPO-all	SRF	0-8-5-00
SPO-SPSG-SRF-180-2000-00_bin-31	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	SPO-SPSG	SRF	180-2000-00
NAO-all-DCM-0-8-5-00_bin-131	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	NAO-all	DCM	0-8-5-00
SPO-all-SRF-5-20-00_bin-113	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-all	SRF	5-20-00
NPO-all-SRF-20-180-00_bin-23	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NPO-all	SRF	20-180-00
SAO-all-SRF-5-20-00_bin-14	.	Sar	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	SAO-all	SRF	5-20-00
SPO-SPSG-SRF-0-8-5-00_bin-277	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	.	Picochlorum	.	SPO-SPSG	SRF	0-8-5-00
NPO-all-DCM-20-180-00_bin-2	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	Lasius	Lasius niger	NPO-all	DCM	20-180-00
SO-all-SRF-0-8-5-00_bin-63	.	Sar	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	SO-all	SRF	0-8-5-00
SPO-CHIL-SRF-180-2000-00_bin-21	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-CHIL	SRF	180-2000-00
MS-all-SRF-0-8-5-00_bin-425	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	MS-all	SRF	0-8-5-00
NAO-all-MIX-0-8-5-00_bin-39	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NAO-all	MIX	0-8-5-00
SPO-all-SRF-180-2000-00_bin-141	Metazoa	Opisthokonta	Chordata	Actinopteri	Neopterygii	Cyprinodontiformes	Poeciliidae	Poecilia	.	SPO-all	SRF	180-2000-00
SPO-all-SRF-180-2000-00_bin-136	Metazoa	Opisthokonta	Cnidaria	Anthozoa	Hexacorallia	Scleractinia	Pocilloporidae	Stylophora	Stylophora pistillata	SPO-all	SRF	180-2000-00
SPO-all-SRF-0-8-5-00_bin-93	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Azadinium spinosum	SPO-all	SRF	0-8-5-00
IO-all-DCM-0-8-5-00_bin-147	.	.	.	Cryptophyceae	.	Pyrenomonadales	Goniomonadaceae	Goniomonas	Goniomonas pacifica	IO-all	DCM	0-8-5-00
IO-all-DCM-0-8-5-00_bin-130	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	IO-all	DCM	0-8-5-00
IO-all-SRF-0-8-5-00_bin-446	.	.	.	Cryptophyceae	.	Pyrenomonadales	Goniomonadaceae	Goniomonas	Goniomonas pacifica	IO-all	SRF	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-37	.	Sar	.	Pelagophyceae	.	Pelagomonadales	.	Aureococcus	Aureococcus anophagefferens	SAO-all	DCM	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-181	.	Prymnesiophyceae	Haptista	Haptophyta	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SAO-all	DCM	0-8-5-00
IO-all-MES-0-8-5-00_bin-223	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	IO-all	MES	0-8-5-00
NPO-all-SRF-20-180-00_bin-24	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	20-180-00
SAO-all-DCM-180-2000-00_bin-24	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SAO-all	DCM	180-2000-00
NPO-all-SRF-0-8-5-00_bin-15	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pseudopedinella elastica	NPO-all	SRF	0-8-5-00
SPO-SPSG-SRF-20-180-00_bin-52	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	SPO-SPSG	SRF	20-180-00
SPO-SPSG-SRF-0-8-5-00_bin-207	.	Amoebozoa	Discosea	Flabellinia	.	Dactylopodida	Vannellidae	Vannella	Acanthamoeba castellanii	SPO-SPSG	SRF	0-8-5-00
SPO-SPSG-SRF-180-2000-00_bin-205	Metazoa	Opisthokonta	Arthropoda	Branchiopoda	Phyllopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulex	SPO-SPSG	SRF	180-2000-00
SPO-all-SRF-20-180-00_bin-243	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-all	SRF	20-180-00
