ID	kingdom	clade	phylum	class	subclass	order	family	genus	species	region	depth	size_fraction
IO-all-SRF-20-180-00_bin-26	Viridiplantae	core chlorophytes	Chlorophyta	Chlorophyceae	.	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Volvox carteri	IO-all	SRF	20-180-00
SPO-SPSG-SRF-0-8-5-00_bin-40	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	SPO-SPSG	SRF	0-8-5-00
SPO-all-SRF-180-2000-00_bin-49	Metazoa	Opisthokonta	Arthropoda	Branchiopoda	Phyllopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulex	SPO-all	SRF	180-2000-00
SPO-PEOD-DCM-0-8-5-00_bin-54	.	Amoebozoa	Discosea	Flabellinia	.	Dactylopodida	Vannellidae	Stygamoeba	Stygamoeba regulata	SPO-PEOD	DCM	0-8-5-00
SPO-SPSG-SRF-0-8-5-00_bin-438	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Alexandrium tamarense	SPO-SPSG	SRF	0-8-5-00
NAO-all-DCM-0-8-5-00_bin-243	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	NAO-all	DCM	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-460	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SPO-all	SRF	0-8-5-00
NAO-all-DCM-20-180-00_bin-1	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	NAO-all	DCM	20-180-00
NPO-all-SRF-5-20-00_bin-29	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NPO-all	SRF	5-20-00
SPO-SPSG-SRF-180-2000-00_bin-1	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-SPSG	SRF	180-2000-00
IO-all-SRF-0-8-5-00_bin-402	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	IO-all	SRF	0-8-5-00
SPO-SPSG-SRF-0-8-5-00_bin-673	Viridiplantae	.	Chlorophyta	.	.	.	Pycnococcaceae	Pycnococcus	.	SPO-SPSG	SRF	0-8-5-00
SPO-PEOD-SRF-20-180-00_bin-15	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-PEOD	SRF	20-180-00
MS-all-SRF-0-8-5-00_bin-588	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	MS-all	SRF	0-8-5-00
SPO-SPSG-SRF-0-8-5-00_bin-234	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	SPO-SPSG	SRF	0-8-5-00
NPO-all-SRF-20-180-00_bin-17	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	20-180-00
NPO-all-SRF-180-2000-00_bin-49	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	180-2000-00
SAO-all-DCM-0-8-5-00_bin-588	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Lingulodinium polyedra	SAO-all	DCM	0-8-5-00
SO-all-SRF-0-8-5-00_bin-50	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SO-all	SRF	0-8-5-00
MS-all-DCM-5-20-00_bin-24	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	MS-all	DCM	5-20-00
NPO-all-SRF-20-180-00_bin-84	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	Lasius	Lasius niger	NPO-all	SRF	20-180-00
NPO-all-DCM-0-8-5-00_bin-379	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	NPO-all	DCM	0-8-5-00
SPO-SPSG-SRF-180-2000-00_bin-96	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-SPSG	SRF	180-2000-00
NPO-all-DCM-20-180-00_bin-21	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	NPO-all	DCM	20-180-00
SPO-SPSG-SRF-180-2000-00_bin-78	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	SRF	180-2000-00
MS-all-SRF-0-8-5-00_bin-582	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula	MS-all	SRF	0-8-5-00
SPO-PEOD-MES-0-8-5-00_bin-1	Fungi	Opisthokonta	Ascomycota	Leotiomycetes	.	Helotiales	Mollisiaceae	Rhynchosporium	Rhynchosporium commune	SPO-PEOD	MES	0-8-5-00
SPO-SPSG-MIX-0-8-5-00_bin-132	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	.	Picochlorum	.	SPO-SPSG	MIX	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-230	.	Sar	Bacillariophyta	Mediophyceae	Cymatosirophycidae	Cymatosirales	Cymatosiraceae	Extubocellulus	Extubocellulus spinifer	NAO-all	SRF	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-165	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	SPO-all	SRF	0-8-5-00
SPO-SPSG-SRF-0-8-5-00_bin-477	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	SPO-SPSG	SRF	0-8-5-00
MS-all-DCM-20-180-00_bin-41	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	MS-all	DCM	20-180-00
NAO-all-SRF-0-8-5-00_bin-770	.	Sar	.	Dictyochophyceae	.	Chattonellales	Chattonellaceae	Florenciella	Heterosigma akashiwo	NAO-all	SRF	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-23	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	NAO-all	SRF	0-8-5-00
SO-all-SRF-20-180-00_bin-21	.	Prymnesiophyceae	Haptista	Haptophyta	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SO-all	SRF	20-180-00
MS-all-SRF-20-180-00_bin-99	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	MS-all	SRF	20-180-00
SAO-all-SRF-20-180-00_bin-36	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SAO-all	SRF	20-180-00
SPO-PEOD-SRF-20-180-00_bin-1	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	Anopheles	.	SPO-PEOD	SRF	20-180-00
SPO-all-SRF-20-180-00_bin-173	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	SPO-all	SRF	20-180-00
NAO-all-MIX-20-180-00_bin-17	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NAO-all	MIX	20-180-00
MS-all-SRF-20-180-00_bin-94	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	.	.	.	MS-all	SRF	20-180-00
NAO-all-SRF-20-180-00_bin-15	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	20-180-00
NAO-all-MIX-5-20-00_bin-30	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	.	.	NAO-all	MIX	5-20-00
SPO-PEOD-DCM-180-2000-00_bin-7	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	.	.	.	SPO-PEOD	DCM	180-2000-00
NAO-all-MIX-0-8-5-00_bin-238	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	.	NAO-all	MIX	0-8-5-00
SPO-all-SRF-20-180-00_bin-190	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
NAO-all-SRF-180-2000-00_bin-22	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	180-2000-00
SAO-all-MES-0-8-5-00_bin-141	.	Sar	.	.	.	.	.	.	.	SAO-all	MES	0-8-5-00
IO-all-DCM-0-8-5-00_bin-21	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	IO-all	DCM	0-8-5-00
SO-all-SRF-20-180-00_bin-8	.	Prymnesiophyceae	Haptista	Haptophyta	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SO-all	SRF	20-180-00
SPO-all-SRF-0-8-5-00_bin-975	Viridiplantae	core chlorophytes	Chlorophyta	Chlorophyceae	.	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	.	SPO-all	SRF	0-8-5-00
SAO-all-DCM-0-8-5-00_bin-322	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SAO-all	DCM	0-8-5-00
NAO-all-DCM-20-180-00_bin-23	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	NAO-all	DCM	20-180-00
IO-all-SRF-180-2000-00_bin-48	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	IO-all	SRF	180-2000-00
SAO-all-SRF-20-180-00_bin-46	.	Prymnesiophyceae	Haptista	Haptophyta	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	SAO-all	SRF	20-180-00
SPO-all-SRF-5-20-00_bin-223	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	5-20-00
MS-all-SRF-20-180-00_bin-70	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	MS-all	SRF	20-180-00
SPO-CHIL-MES-0-8-5-00_bin-22	Fungi	Opisthokonta	Ascomycota	Leotiomycetes	.	Helotiales	Mollisiaceae	Rhynchosporium	Rhynchosporium commune	SPO-CHIL	MES	0-8-5-00
NPO-all-SRF-0-8-5-00_bin-146	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Chromulinaceae	Ochromonas	Paraphysomonas bandaiensis	NPO-all	SRF	0-8-5-00
SPO-all-SRF-0-8-5-00_bin-1040	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	SPO-all	SRF	0-8-5-00
IO-all-SRF-0-8-5-00_bin-341	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	IO-all	SRF	0-8-5-00
IO-all-SRF-0-8-5-00_bin-336	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	IO-all	SRF	0-8-5-00
IO-all-SRF-5-20-00_bin-74	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hemiptera	.	.	.	IO-all	SRF	5-20-00
IO-all-SRF-0-8-5-00_bin-591	Viridiplantae	core chlorophytes	Chlorophyta	Chlorophyceae	.	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas leiostraca	IO-all	SRF	0-8-5-00
SPO-PEOD-SRF-20-180-00_bin-12	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-PEOD	SRF	20-180-00
SPO-all-SRF-0-8-5-00_bin-721	.	Sar	.	Dinophyceae	.	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium sp.	SPO-all	SRF	0-8-5-00
IO-all-DCM-0-8-5-00_bin-104	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	IO-all	DCM	0-8-5-00
NAO-all-SRF-20-180-00_bin-6	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NAO-all	SRF	20-180-00
IO-all-SRF-0-8-5-00_bin-80	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pteridomonas danica	IO-all	SRF	0-8-5-00
NPO-all-SRF-180-2000-00_bin-33	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	NPO-all	SRF	180-2000-00
SAO-all-DCM-180-2000-00_bin-10	Metazoa	Opisthokonta	Chordata	Aves	.	Passeriformes	.	.	.	SAO-all	DCM	180-2000-00
NPO-all-SRF-0-8-5-00_bin-232	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	.	NPO-all	SRF	0-8-5-00
SPO-all-SRF-5-20-00_bin-120	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	.	Picochlorum	.	SPO-all	SRF	5-20-00
SAO-all-DCM-0-8-5-00_bin-516	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	SAO-all	DCM	0-8-5-00
SPO-SPSG-SRF-20-180-00_bin-82	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-SPSG	SRF	20-180-00
NAO-all-SRF-0-8-5-00_bin-143	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	NAO-all	SRF	0-8-5-00
SO-all-SRF-0-8-5-00_bin-20	.	Sar	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis cylindrus	SO-all	SRF	0-8-5-00
SPO-CHIL-SRF-20-180-00_bin-30	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-CHIL	SRF	20-180-00
NPO-all-DCM-0-8-5-00_bin-390	Fungi	Opisthokonta	Ascomycota	Dothideomycetes	Pleosporomycetidae	Venturiales	Sympoventuriaceae	Verruconis	Verruconis gallopava	NPO-all	DCM	0-8-5-00
NPO-all-DCM-20-180-00_bin-26	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	DCM	20-180-00
IO-all-SRF-0-8-5-00_bin-502	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	IO-all	SRF	0-8-5-00
SPO-PEOD-SRF-20-180-00_bin-18	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	SPO-PEOD	SRF	20-180-00
MS-all-DCM-0-8-5-00_bin-256	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	MS-all	DCM	0-8-5-00
SAO-all-MES-0-8-5-00_bin-104	Metazoa	Opisthokonta	Chordata	Aves	.	Passeriformes	.	.	.	SAO-all	MES	0-8-5-00
IO-all-DCM-20-180-00_bin-84	Viridiplantae	core chlorophytes	Chlorophyta	Chlorophyceae	.	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas euryale	IO-all	DCM	20-180-00
NAO-all-SRF-180-2000-00_bin-89	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NAO-all	SRF	180-2000-00
NAO-all-MIX-20-180-00_bin-28	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	NAO-all	MIX	20-180-00
MS-all-SRF-0-8-5-00_bin-310	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina rotalis	MS-all	SRF	0-8-5-00
SPO-all-SRF-20-180-00_bin-146	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
IO-all-SRF-0-8-5-00_bin-290	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	IO-all	SRF	0-8-5-00
MS-all-SRF-20-180-00_bin-42	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	MS-all	SRF	20-180-00
SPO-SPSG-DCM-5-20-00_bin-33	Viridiplantae	.	Chlorophyta	.	.	.	Pycnococcaceae	Pycnococcus	.	SPO-SPSG	DCM	5-20-00
SAO-all-DCM-0-8-5-00_bin-2	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	SAO-all	DCM	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-745	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	Pycnococcaceae	Pycnococcus	.	NAO-all	SRF	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-611	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.	SAO-all	SRF	0-8-5-00
NPO-all-DCM-20-180-00_bin-3	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	.	.	.	NPO-all	DCM	20-180-00
SPO-SPSG-SRF-180-2000-00_bin-203	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	.	.	SPO-SPSG	SRF	180-2000-00
NAO-all-MIX-0-8-5-00_bin-174	.	Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris	NAO-all	MIX	0-8-5-00
MS-all-SRF-180-2000-00_bin-24	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	MS-all	SRF	180-2000-00
MS-all-SRF-180-2000-00_bin-53	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	MS-all	SRF	180-2000-00
IO-all-SRF-20-180-00_bin-144	.	Sar	Ciliophora	Spirotrichea	Choreotrichia	Tintinnida	Rhabdonellidae	Schmidingerella	Schmidingerella taraikaensis	IO-all	SRF	20-180-00
SO-all-SRF-180-2000-00_bin-3	.	Sar	Bacillariophyta	Coscinodiscophyceae	Chaetocerotophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros dichaeta	SO-all	SRF	180-2000-00
NAO-all-SRF-180-2000-00_bin-100	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	Culicidae	.	.	NAO-all	SRF	180-2000-00
SAO-all-SRF-180-2000-00_bin-28	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SAO-all	SRF	180-2000-00
NPO-all-DCM-20-180-00_bin-69	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	NPO-all	DCM	20-180-00
SPO-CHIL-SRF-180-2000-00_bin-2	.	Sar	Bacillariophyta	Coscinodiscophyceae	Chaetocerotophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros cf. neogracilis	SPO-CHIL	SRF	180-2000-00
SPO-all-SRF-5-20-00_bin-118	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	SPO-all	SRF	5-20-00
IO-all-SRF-0-8-5-00_bin-100	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina rotalis	IO-all	SRF	0-8-5-00
IO-all-SRF-0-8-5-00_bin-21	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	IO-all	SRF	0-8-5-00
SAO-all-SRF-0-8-5-00_bin-200	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	SAO-all	SRF	0-8-5-00
SPO-SPSG-SRF-0-8-5-00_bin-82	Viridiplantae	core chlorophytes	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata	SPO-SPSG	SRF	0-8-5-00
IO-all-SRF-0-8-5-00_bin-325	.	Sar	Bacillariophyta	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis	IO-all	SRF	0-8-5-00
SPO-all-SRF-20-180-00_bin-110	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
SPO-all-SRF-20-180-00_bin-167	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	20-180-00
SPO-SPSG-SRF-0-8-5-00_bin-580	.	Sar	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira oceanica	SPO-SPSG	SRF	0-8-5-00
SPO-SPSG-DCM-20-180-00_bin-1	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-SPSG	DCM	20-180-00
NAO-all-SRF-20-180-00_bin-71	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	.	.	.	NAO-all	SRF	20-180-00
NAO-all-SRF-0-8-5-00_bin-253	.	Prymnesiophyceae	Haptista	Haptophyta	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis	NAO-all	SRF	0-8-5-00
MS-all-SRF-20-180-00_bin-87	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.	MS-all	SRF	20-180-00
SPO-SPSG-SRF-0-8-5-00_bin-66	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Lingulodinium polyedra	SPO-SPSG	SRF	0-8-5-00
RS-all-SRF-20-180-00_bin-1	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	RS-all	SRF	20-180-00
SPO-SPSG-SRF-180-2000-00_bin-82	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	SPO-SPSG	SRF	180-2000-00
MS-all-SRF-180-2000-00_bin-111	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	.	.	.	MS-all	SRF	180-2000-00
NAO-all-MES-0-8-5-00_bin-372	Fungi	Opisthokonta	Ascomycota	Dothideomycetes	Pleosporomycetidae	Venturiales	Sympoventuriaceae	Verruconis	Verruconis gallopava	NAO-all	MES	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-127	.	Prymnesiophyceae	Haptista	Haptophyta	.	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi	NAO-all	SRF	0-8-5-00
SO-all-SRF-0-8-5-00_bin-39	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas commoda	SO-all	SRF	0-8-5-00
NPO-all-SRF-0-8-5-00_bin-32	.	Amoebozoa	Discosea	Flabellinia	.	Stygamoebida	Vannellidae	Stygamoeba	Stygamoeba regulata	NPO-all	SRF	0-8-5-00
NPO-all-DCM-0-8-5-00_bin-310	.	Sar	Bacillariophyta	Bolidophyceae	Thalassiosirophycidae	Parmales	Triparmaceae	Bolidomonas	Triparma pacifica	NPO-all	DCM	0-8-5-00
NPO-all-DCM-0-8-5-00_bin-411	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	NPO-all	DCM	0-8-5-00
SPO-all-SRF-5-20-00_bin-55	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	.	Pycnococcaceae	Pycnococcus	.	SPO-all	SRF	5-20-00
SPO-SPSG-SRF-180-2000-00_bin-113	Metazoa	Opisthokonta	Cnidaria	Anthozoa	Hexacorallia	Scleractinia	Pocilloporidae	Stylophora	Stylophora pistillata	SPO-SPSG	SRF	180-2000-00
IO-all-SRF-20-180-00_bin-38	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.	IO-all	SRF	20-180-00
SPO-SPSG-SRF-180-2000-00_bin-164	Metazoa	Opisthokonta	Chordata	Actinopteri	Neopterygii	Cyprinodontiformes	Poeciliidae	Poecilia	.	SPO-SPSG	SRF	180-2000-00
NAO-all-SRF-0-8-5-00_bin-366	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	NAO-all	SRF	0-8-5-00
IO-all-SRF-0-8-5-00_bin-210	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	IO-all	SRF	0-8-5-00
NPO-all-DCM-0-8-5-00_bin-38	.	.	.	Cryptophyceae	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila	NPO-all	DCM	0-8-5-00
SPO-SPSG-DCM-0-8-5-00_bin-150	Viridiplantae	core chlorophytes	Chlorophyta	Trebouxiophyceae	.	Chlorodendrales	Pycnococcaceae	Pycnococcus	.	SPO-SPSG	DCM	0-8-5-00
NAO-all-SRF-0-8-5-00_bin-8	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	NAO-all	SRF	0-8-5-00
IO-all-DCM-20-180-00_bin-97	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	IO-all	DCM	20-180-00
NPO-all-SRF-0-8-5-00_bin-450	.	Sar	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pteridomonas danica	NPO-all	SRF	0-8-5-00
NPO-all-SRF-180-2000-00_bin-18	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	NPO-all	SRF	180-2000-00
SAO-all-DCM-0-8-5-00_bin-540	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii	SAO-all	DCM	0-8-5-00
SPO-all-SRF-5-20-00_bin-1	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	SPO-all	SRF	5-20-00
IO-all-SRF-0-8-5-00_bin-113	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.	IO-all	SRF	0-8-5-00
