ID	kingdom	clade	phylum	class	subclass	order	family	genus	species
TARA_PSW_86_MAG_00318	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Haptolina	Chrysochromulina rotalis
TARA_AOS_82_MAG_00163	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.
TARA_AON_82_MAG_00325	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_PSW_86_MAG_00308	Metazoa	Opisthokonta	Chordata	Mammalia	.	.	.	.	.
Metagenome_centric_SAG_TOSAG41_11	.	Sar	.	Dinophyceae	.	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya sp.
TARA_ARC_108_MAG_00137	.	.	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia fraudulenta
TARA_PSE_2018_MAG_00136	.	Prymnesiophyceae	Haptista	Haptophyta	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica
TARA_ION_45_MAG_00170	.	.	.	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis
TARA_ARC_108_MAG_00236	.	.	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Lingulodinium polyedra
TARA_PON_109_MAG_00265	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_MED_95_MAG_00458	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis
TARA_PON_109_MAG_00269	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_MED_95_MAG_00439	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Prymnesium	Prymnesium polylepis
TARA_ARC_108_MAG_00252	.	.	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira antarctica
TARA_PSW_86_MAG_00260	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Dolichomastigales	Pycnococcaceae	Pycnococcus	.
TARA_AON_82_MAG_00344	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	.	.
TARA_ARC_108_MAG_00221	.	.	Bacillariophyta	Bolidophyceae	Chaetocerotophycidae	Chaetocerotales	Leptocylindraceae	Bolidomonas	Leptocylindrus danicus
TARA_PSW_86_MAG_00315	Metazoa	Opisthokonta	Chordata	Aves	.	.	.	.	.
TARA_ION_45_MAG_00176	Metazoa	Opisthokonta	Chordata	Mammalia	.	Rodentia	.	.	.
TARA_AON_82_MAG_00302	.	.	Cryptophyta	.	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila
TARA_AON_82_MAG_00353	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_PSE_93_MAG_00200	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Pyramimonadales	Pycnococcaceae	Pycnococcus	.
TARA_AOS_82_MAG_00176	.	.	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis
TARA_AON_82_MAG_00284	.	.	.	Heterotrichea	Protocruziidia	Heterotrichida	Climacostomidae	Climacostomum	Climacostomum virens
TARA_IOS_50_MAG_00132	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_PSW_86_MAG_00310	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	Formicidae	.	.
TARA_PSW_86_MAG_00291	.	.	.	Dinophyceae	.	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium sp.
TARA_MED_95_MAG_00473	Metazoa	Opisthokonta	Mollusca	Bivalvia	Autobranchia	Ostreida	Ostreidae	Crassostrea	Mizuhopecten yessoensis
TARA_ARC_108_MAG_00222	.	.	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium
TARA_MED_95_MAG_00508	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_MED_95_MAG_00477	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_PSE_93_MAG_00227	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.
TARA_IOS_50_MAG_00149	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula
TARA_PSW_86_MAG_00284	.	.	.	Haptophyceae	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica
TARA_PSE_93_MAG_00207	.	.	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Florenciella parvula
TARA_PSE_93_MAG_00268	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_PSE_93_MAG_00238	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_ARC_108_MAG_00243	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.
TARA_MED_95_MAG_00362	.	.	.	Chrysophyceae	.	Chromulinales	Chromulinaceae	Paraphysomonas	Paraphysomonas bandaiensis
TARA_ASE_2018_MAG_00032	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas commoda
TARA_AOS_82_MAG_00177	Metazoa	Opisthokonta	Chordata	Mammalia	.	Rodentia	.	.	.
Metagenome_centric_SAG_TOSAG39_4	.	Sar	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis cylindrus
TARA_ARC_108_MAG_00187	.	.	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis
TARA_ION_45_MAG_00182	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_MED_95_MAG_00405	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_ARC_108_MAG_00323	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Haptolina	Haptolina brevifila
TARA_PSE_93_MAG_00017	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
TARA_AON_82_MAG_00352	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_AOS_82_MAG_00179	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_PON_109_MAG_00260	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ARC_108_MAG_00281	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.
TARA_ARC_108_MAG_00250	Metazoa	Opisthokonta	Chordata	Choanoflagellata	.	Acanthoecida	Acanthoecidae	Acanthoeca	Salpingoeca rosetta
TARA_IOS_50_MAG_00152	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_RED_19_MAG_00055	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ARC_108_MAG_00316	Metazoa	Opisthokonta	Chordata	Mammalia	.	.	.	.	.
TARA_IOS_50_MAG_00125	.	.	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis
TARA_ARC_108_MAG_00325	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Lingulodinium polyedra
TARA_SOC_28_MAG_00064	.	.	.	Haptophyceae	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica
TARA_MED_95_MAG_00398	.	.	.	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis
TARA_RED_19_MAG_00053	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_AON_82_MAG_00315	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Haptolina	Haptolina brevifila
TARA_IOS_50_MAG_00150	Metazoa	Opisthokonta	Chordata	Mammalia	.	.	.	.	.
TARA_PON_109_MAG_00124	Viridiplantae	.	Chlorophyta	Nephroselmidophyceae	.	Dolichomastigales	Pycnococcaceae	Pycnococcus	Nephroselmis pyriformis
TARA_PON_109_MAG_00263	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.
TARA_MED_95_MAG_00493	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_ARC_108_MAG_00300	Metazoa	Opisthokonta	Echinodermata	Asteroidea	Euechinoidea	Valvatida	Acanthasteridae	Acanthaster	Acanthaster planci
TARA_ARC_108_MAG_00275	.	.	.	Haptophyceae	.	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
TARA_PSE_93_MAG_00248	Metazoa	Opisthokonta	Chordata	Mammalia	.	Rodentia	.	.	.
TARA_MED_95_MAG_00422	.	.	.	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis
TARA_MED_95_MAG_00397	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.
TARA_PSW_86_MAG_00160	Viridiplantae	.	Chlorophyta	Trebouxiophyceae	.	.	Pycnococcaceae	Picochlorum	.
TARA_SOC_28_MAG_00065	.	Sar	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	.
TARA_MED_95_MAG_00395	.	.	.	Haptophyceae	.	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina rotalis
TARA_AON_82_MAG_00272	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.
TARA_MED_95_MAG_00516	.	Sar	Ciliophora	Spirotrichea	Choreotrichia	Tintinnida	Oxytrichidae	Schmidingerella	Schmidingerella taraikaensis
TARA_PSE_93_MAG_00252	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_ION_45_MAG_00178	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
Metagenome_centric_SAG_TOSAG39_6	.	Sar	.	Dinophyceae	.	Oxyrrhinales	Oxyrrhinaceae	Oxyrrhis	Oxyrrhis marina
TARA_ION_45_MAG_00179	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_AON_82_MAG_00137	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.
TARA_AON_82_MAG_00300	Viridiplantae	.	Chlorophyta	Chlorodendrophyceae	.	Chlorodendrales	Chlorodendraceae	Tetraselmis	Tetraselmis striata
TARA_ION_45_MAG_00172	Metazoa	Opisthokonta	Chordata	Mammalia	.	Rodentia	.	.	.
TARA_ARC_108_MAG_00247	Metazoa	Opisthokonta	Chordata	Choanoflagellata	.	Acanthoecida	Acanthoecidae	Acanthoeca	Salpingoeca rosetta
TARA_PSW_86_MAG_00261	.	.	Bacillariophyta	Coscinodiscophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira oceanica
TARA_ARC_108_MAG_00280	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_IOS_50_MAG_00139	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_ARC_108_MAG_00282	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_ARC_108_MAG_00318	Metazoa	Opisthokonta	Chordata	Mammalia	.	Rodentia	.	.	.
TARA_PSW_86_MAG_00303	.	.	Cryptophyta	.	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila
TARA_AON_82_MAG_00198	Viridiplantae	.	Chlorophyta	Trebouxiophyceae	.	Chlorodendrales	Chlorodendraceae	Picochlorum	Picochlorum oklahomense
TARA_AON_82_MAG_00349	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_SOC_28_MAG_00076	.	Sar	Ciliophora	Spirotrichea	Choreotrichia	Tintinnida	Oxytrichidae	Schmidingerella	Schmidingerella taraikaensis
TARA_ARC_108_MAG_00292	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.
TARA_PSW_86_MAG_00272	.	Prymnesiophyceae	Haptista	Haptophyta	.	Isochrysidales	Isochrysidaceae	Prymnesium	Chrysotila carterae
TARA_MED_95_MAG_00425	.	.	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Pseudopedinella	Pseudopedinella elastica
TARA_MED_95_MAG_00494	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ARC_108_MAG_00321	.	Sar	Ciliophora	Spirotrichea	Choreotrichia	Tintinnida	Rhabdonellidae	Schmidingerella	Schmidingerella taraikaensis
TARA_AOS_82_MAG_00167	Metazoa	Opisthokonta	Chordata	Mammalia	.	.	.	.	.
TARA_IOS_50_MAG_00138	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_PSE_93_MAG_00230	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_PSW_86_MAG_00275	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis
TARA_PSE_93_MAG_00171	.	.	Bacillariophyta	Coscinodiscophyceae	Chaetocerotophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros cf. neogracilis
TARA_ION_45_MAG_00200	Viridiplantae	.	Chlorophyta	Chlorophyceae	.	Chlamydomonadales	Chlamydomonadaceae	Tetraselmis	Chlamydomonas leiostraca
TARA_AOS_82_MAG_00174	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_MED_95_MAG_00273	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula
TARA_AOS_82_MAG_00160	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
Metagenome_centric_SAG_TOSAG48_3	.	Sar	.	Dinophyceae	.	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya sp.
TARA_PSE_93_MAG_00236	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Dolichomastigales	Dolichomastigaceae	Dolichomastix	Dolichomastix tenuilepis
TARA_MED_95_MAG_00483	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_RED_19_MAG_00059	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_IOS_50_MAG_00144	.	Amoebozoa	Discosea	Flabellinia	.	Dactylopodida	Vannellidae	Vannella	Vannella sp. CB-2014
TARA_PSE_93_MAG_00215	Metazoa	Opisthokonta	Chordata	Ascidiacea	.	Phlebobranchia	Cionidae	Ciona	Ciona intestinalis
TARA_PSE_93_MAG_00220	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Dolichomastigales	Dolichomastigaceae	Dolichomastix	Dolichomastix tenuilepis
TARA_AON_82_MAG_00278	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Haptolina	Chrysochromulina rotalis
TARA_MED_95_MAG_00434	.	.	.	Chrysophyceae	.	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas bandaiensis
Metagenome_centric_SAG_TOSAG41_10	.	Sar	.	Dinophyceae	.	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya sp.
TARA_MED_95_MAG_00475	.	.	.	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula
TARA_MED_95_MAG_00441	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_PSE_93_MAG_00182	Viridiplantae	.	Chlorophyta	Nephroselmidophyceae	.	Dolichomastigales	Pycnococcaceae	Pycnococcus	Nephroselmis pyriformis
TARA_ARC_108_MAG_00264	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
TARA_AON_82_MAG_00118	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla
TARA_IOS_50_MAG_00137	.	Sar	Ciliophora	Oligohymenophorea	Scuticociliatia	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila
TARA_SOC_28_MAG_00066	.	Sar	Ciliophora	Oligohymenophorea	Scuticociliatia	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila
TARA_SOC_28_MAG_00061	.	.	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Alexandrium tamarense
TARA_ION_45_MAG_00169	.	.	.	Haptophyceae	.	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica
TARA_PSW_86_MAG_00262	.	.	Cryptophyta	.	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila
TARA_PSE_93_MAG_00121	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Dolichomastigales	Pycnococcaceae	Pycnococcus	Dolichomastix tenuilepis
TARA_ION_45_MAG_00177	.	.	Bacillariophyta	Dictyochophyceae	.	Pedinellales	.	Florenciella	Pteridomonas danica
TARA_PSE_93_MAG_00232	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_AON_82_MAG_00229	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Dolichomastigales	Pycnococcaceae	Pycnococcus	.
TARA_PSW_86_MAG_00294	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ARC_108_MAG_00303	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Haptolina	Haptolina ericina
TARA_AON_82_MAG_00314	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_MED_95_MAG_00454	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_AON_82_MAG_00340	Viridiplantae	.	Chlorophyta	Palmophyllophyceae	.	Prasinococcales	Prasinococcaceae	Prasinoderma	Prasinoderma singulare
TARA_ARC_108_MAG_00231	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.
TARA_MED_95_MAG_00452	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ARC_108_MAG_00310	.	.	.	Dictyochophyceae	.	Pelagomonadales	.	Florenciella	Florenciella parvula
TARA_AON_82_MAG_00306	.	.	Cryptophyta	.	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila
TARA_AON_82_MAG_00326	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_AON_82_MAG_00333	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_MED_95_MAG_00440	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_MED_95_MAG_00500	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Hymenoptera	.	.	.
TARA_MED_95_MAG_00496	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ARC_108_MAG_00235	.	Sar	.	Oomycota	.	Saprolegniales	Saprolegniaceae	Phytophthora	Thraustotheca clavata
TARA_AON_82_MAG_00327	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ARC_108_MAG_00312	.	.	Cryptophyta	.	.	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila
TARA_MED_95_MAG_00424	.	Sar	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium
TARA_ARC_108_MAG_00212	.	.	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia fraudulenta
TARA_AON_82_MAG_00281	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.
TARA_PSE_93_MAG_00217	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
Metagenome_centric_SAG_TOSAG23_28	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.
TARA_PSE_93_MAG_00263	.	Sar	Ciliophora	Spirotrichea	Choreotrichia	Tintinnida	Oxytrichidae	Schmidingerella	Schmidingerella taraikaensis
TARA_PON_109_MAG_00255	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_AON_82_MAG_00346	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_MED_95_MAG_00407	.	.	.	Chrysophyceae	.	Chromulinales	Chromulinaceae	Paraphysomonas	Paraphysomonas bandaiensis
TARA_ARC_108_MAG_00189	.	.	Bacillariophyta	Coscinodiscophyceae	Chaetocerotophycidae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros neogracilis
TARA_PON_109_MAG_00219	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.
TARA_ION_45_MAG_00199	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_AON_82_MAG_00322	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_AOS_82_MAG_00171	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_PON_109_MAG_00258	.	Sar	Bacillariophyta	Dictyochophyceae	.	Florenciellales	.	Florenciella	Florenciella parvula
TARA_ARC_108_MAG_00226	Metazoa	Opisthokonta	Arthropoda	Insecta	Pterygota	Diptera	.	.	.
Metagenome_centric_SAG_TOSAG23_29	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.
TARA_PSE_93_MAG_00245	.	Prymnesiophyceae	Haptista	Haptophyta	.	Isochrysidales	Isochrysidaceae	Prymnesium	Chrysotila carterae
TARA_AON_82_MAG_00285	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_ARC_108_MAG_00108	.	.	Bacillariophyta	Coscinodiscophyceae	Chaetocerotophycidae	Leptocylindrales	Leptocylindraceae	Leptocylindrus	Leptocylindrus danicus
TARA_PSE_93_MAG_00258	.	.	.	Dinophyceae	.	Gonyaulacales	Gonyaulacaceae	Alexandrium	Lingulodinium polyedra
TARA_AON_82_MAG_00275	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.
TARA_PON_109_MAG_00217	.	.	Bacillariophyta	Bolidophyceae	Thalassiosirophycidae	Thalassiosirales	Thalassiosiraceae	Bolidomonas	.
TARA_PON_109_MAG_00166	Viridiplantae	.	Chlorophyta	Mamiellophyceae	.	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'
TARA_MED_95_MAG_00510	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_PSW_86_MAG_00300	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_PSW_86_MAG_00309	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_PSW_86_MAG_00268	.	.	.	Haptophyceae	.	Prymnesiales	Prymnesiaceae	Chrysochromulina	Chrysochromulina rotalis
TARA_AON_82_MAG_00329	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
Metagenome_centric_SAG_TOSAG00_9	.	Sar	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophycidae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris
Metagenome_centric_SAG_TOSAG23_9	.	Sar	.	Dinophyceae	.	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium microadriaticum
TARA_SOC_28_MAG_00071	.	.	Bacillariophyta	Bacillariophyceae	.	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis
TARA_PSE_93_MAG_00261	.	Sar	Ciliophora	Spirotrichea	Choreotrichia	Tintinnida	Rhabdonellidae	Schmidingerella	Schmidingerella taraikaensis
TARA_PSW_86_MAG_00286	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
TARA_ION_45_MAG_00145	.	Sar	Bacillariophyta	Coscinodiscophyceae	.	.	.	.	.
TARA_MED_95_MAG_00482	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus
TARA_PSW_86_MAG_00288	Metazoa	Opisthokonta	Arthropoda	Hexanauplia	Copepoda	Calanoida	Temoridae	Eurytemora	Eurytemora affinis
